evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,forecast_area,forecast_load_mw
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 5:00:00 AM,7/19/2023 1:00:00 AM,MIDATL,31449
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 6:00:00 AM,7/19/2023 2:00:00 AM,MIDATL,30057
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 6:00:00 AM,7/19/2023 2:00:00 AM,MIDATL,30056
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 6:00:00 AM,7/19/2023 2:00:00 AM,MIDATL,30056
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 6:00:00 AM,7/19/2023 2:00:00 AM,MIDATL,30056
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 6:00:00 AM,7/19/2023 2:00:00 AM,MIDATL,30056
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 7:00:00 AM,7/19/2023 3:00:00 AM,MIDATL,29247
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 7:00:00 AM,7/19/2023 3:00:00 AM,MIDATL,29222
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 7:00:00 AM,7/19/2023 3:00:00 AM,MIDATL,29222
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 7:00:00 AM,7/19/2023 3:00:00 AM,MIDATL,29222
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 7:00:00 AM,7/19/2023 3:00:00 AM,MIDATL,29222
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,29158
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,29095
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,29095
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,29095
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,29095
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 8:00:00 AM,7/19/2023 4:00:00 AM,MIDATL,28512
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,30081
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,29986
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,29986
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,29986
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,29986
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 9:00:00 AM,7/19/2023 5:00:00 AM,MIDATL,29318
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31807
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31655
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31655
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31655
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31655
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 10:00:00 AM,7/19/2023 6:00:00 AM,MIDATL,31203
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,33835
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,33718
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,33718
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,33718
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,33718
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 11:00:00 AM,7/19/2023 7:00:00 AM,MIDATL,32926
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,35674
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,35656
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,35656
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,35656
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,35656
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,34347
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 12:00:00 PM,7/19/2023 8:00:00 AM,MIDATL,34299
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,37462
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,37574
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,37574
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,37574
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,37574
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,35727
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 1:00:00 PM,7/19/2023 9:00:00 AM,MIDATL,35727
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,39262
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,39498
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,39498
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,39498
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,39498
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,36325
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,37086
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 2:00:00 PM,7/19/2023 10:00:00 AM,MIDATL,37086
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,41046
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,41364
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,41364
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,41364
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,41364
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,38175
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,38537
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 3:00:00 PM,7/19/2023 11:00:00 AM,MIDATL,38537
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,42541
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,42890
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,42890
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,42890
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,42890
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,39365
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,39800
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 4:00:00 PM,7/19/2023 12:00:00 PM,MIDATL,39800
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,43815
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,44662
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,44662
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,44183
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,44183
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,40558
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,41066
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 5:00:00 PM,7/19/2023 1:00:00 PM,MIDATL,41356
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,44721
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,45868
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,45868
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,45309
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,45309
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,41304
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,42283
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 6:00:00 PM,7/19/2023 2:00:00 PM,MIDATL,42972
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,45389
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,46820
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,46820
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,46141
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,46141
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,42202
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,43364
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 7:00:00 PM,7/19/2023 3:00:00 PM,MIDATL,46141
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,45921
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,47372
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,47372
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,46773
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,46773
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,43587
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,43014
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,44610
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 8:00:00 PM,7/19/2023 4:00:00 PM,MIDATL,46773
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,46045
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,47475
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,47475
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,46836
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,46836
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,43893
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,43603
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,45235
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 9:00:00 PM,7/19/2023 5:00:00 PM,MIDATL,46836
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,45137
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,46572
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,46572
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,46133
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,46133
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,43523
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,43778
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,45193
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 10:00:00 PM,7/19/2023 6:00:00 PM,MIDATL,46133
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,43706
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44792
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44792
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44513
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44513
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,42136
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,43261
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44350
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/19/2023 11:00:00 PM,7/19/2023 7:00:00 PM,MIDATL,44513
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42232
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,43095
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,43095
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42816
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42816
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,40421
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42381
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42816
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 12:00:00 AM,7/19/2023 8:00:00 PM,MIDATL,42816
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40467
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,38901
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40643
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 1:00:00 AM,7/19/2023 9:00:00 PM,MIDATL,40897
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37505
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/20/2023 3:45:00 AM,7/19/2023 11:45:00 PM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37452
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,36633
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 2:00:00 AM,7/19/2023 10:00:00 PM,MIDATL,37867
7/18/2023 9:45:00 AM,7/18/2023 5:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34528
7/18/2023 1:45:00 PM,7/18/2023 9:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/18/2023 3:45:00 PM,7/18/2023 11:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/18/2023 9:45:00 PM,7/18/2023 5:45:00 PM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/19/2023 3:45:00 AM,7/18/2023 11:45:00 PM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/20/2023 3:45:00 AM,7/19/2023 11:45:00 PM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34411
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,33845
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 3:00:00 AM,7/19/2023 11:00:00 PM,MIDATL,34825
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 4:00:00 AM,7/20/2023 12:00:00 AM,MIDATL,30308
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 4:00:00 AM,7/20/2023 12:00:00 AM,MIDATL,30738
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 4:00:00 AM,7/20/2023 12:00:00 AM,MIDATL,30738
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 4:00:00 AM,7/20/2023 12:00:00 AM,MIDATL,30738
7/20/2023 3:45:00 AM,7/19/2023 11:45:00 PM,7/20/2023 4:00:00 AM,7/20/2023 12:00:00 AM,MIDATL,30738
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 5:00:00 AM,7/20/2023 1:00:00 AM,MIDATL,28655
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 5:00:00 AM,7/20/2023 1:00:00 AM,MIDATL,29047
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 5:00:00 AM,7/20/2023 1:00:00 AM,MIDATL,29047
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 5:00:00 AM,7/20/2023 1:00:00 AM,MIDATL,29047
7/20/2023 3:45:00 AM,7/19/2023 11:45:00 PM,7/20/2023 5:00:00 AM,7/20/2023 1:00:00 AM,MIDATL,29047
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 6:00:00 AM,7/20/2023 2:00:00 AM,MIDATL,27562
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 6:00:00 AM,7/20/2023 2:00:00 AM,MIDATL,27892
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 6:00:00 AM,7/20/2023 2:00:00 AM,MIDATL,27892
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 6:00:00 AM,7/20/2023 2:00:00 AM,MIDATL,27892
7/20/2023 3:45:00 AM,7/19/2023 11:45:00 PM,7/20/2023 6:00:00 AM,7/20/2023 2:00:00 AM,MIDATL,27892
7/19/2023 9:45:00 AM,7/19/2023 5:45:00 AM,7/20/2023 7:00:00 AM,7/20/2023 3:00:00 AM,MIDATL,26954
7/19/2023 1:45:00 PM,7/19/2023 9:45:00 AM,7/20/2023 7:00:00 AM,7/20/2023 3:00:00 AM,MIDATL,27228
7/19/2023 3:45:00 PM,7/19/2023 11:45:00 AM,7/20/2023 7:00:00 AM,7/20/2023 3:00:00 AM,MIDATL,27228
7/19/2023 9:45:00 PM,7/19/2023 5:45:00 PM,7/20/2023 7:00:00 AM,7/20/2023 3:00:00 AM,MIDATL,27228
